clues|clavedelainstitucion|nombredelainstitucion|clavedelaentidad|entidad|clavedelmunicipio|municipio|clavedelalocalidad|localidad|clavedelajurisdiccion|jurisdiccion|clavedeltipoestablecimiento|nombretipoestablecimiento|clavedetipologia|nombredetipologia|clavedesubtipologia|nombredesubtipologia|nombredelaunidad|nombrecomercial|clavetipodevialidad|tipodevialidad|vialidad|numeroexterior|numerointerior|clavetipodeasentamiento|tipodeasentamiento|asentamiento|codigopostal|referenciasdeldomicilio|claveestatusdeoperacion|estatusdeoperacion|rfcdelestablecimiento|telefono1delestablecimiento|extensiontelefonica1delestab|telefono2delestablecimiento|extensiontelefonica2delestab|fechadeconstruccion|fechadeiniciodeoperacion|claveunidadmovilmarca|unidadmovilmarca|unidadmovilmarcaespecifica|unidadmovilmodelo|claveunidadmovilprograma|unidadmovilprograma|claveunidadmoviltipo|unidadmoviltipo|claveunidadmoviltipologia|unidadmoviltipologia|clavedelainsadm|nombredelainsadm|clavenivelatencion|nivelatencion|claveestratounidad|estratounidad|clavetipoobra|tipoobra|clavepropiedaddelinmueble|propiedaddelinmueble|observacionesalregistro|latitud|longitud|claveultimomovimiento|ultimomovimiento|fechaultimomovimiento|comentariosdelavalidacion|clavemotivobaja|motivobaja|fechaefectivadebaja
GTSSA017175|SSA|SECRETARIA DE SALUD|11|GUANAJUATO|027|SALAMANCA|0001|SALAMANCA|05|V SALAMANCA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SALAMANCA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SALAMANCA|3|AVENIDA|DE LOS DEPORTES|513||16|FRACCIONAMIENTO|DEPORTIVO|36743|AV. DE LOS DEPORTES NO. 513, FRACC. EL DEPORTIVO|1|EN OPERACION|ISP961122JV5|4641130219|102|0000000000||01/08/2008|01/12/2008|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|1|PROPIO|SE ACTUALIZARON DATOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|20.589987|-101.21888|B|MODIFICACION|31/05/2011||||
GTSSA017262|SSA|SECRETARIA DE SALUD|11|GUANAJUATO|017|IRAPUATO|0001|IRAPUATO|06|VI IRAPUATO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES IRAPUATO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES IRAPUATO|5|CALLE|GERARDO MURILLO|SIN NÚMERO||16|FRACCIONAMIENTO|PURISIMA DEL JARDIN|36555|ENTRE CALLE PASEO DE LOS SAUCES Y CALLE LAS PALMAS|1|EN OPERACION|ISP961122JV5|4626258714||0000000000||18/02/2007|18/12/2018|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|1|OBRA NUEVA|1|PROPIO|SE ACTUALIZARON DATOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|20.6436|-101.3896|B|MODIFICACION|31/05/2011||||
HGSSA004875|SSA|SECRETARIA DE SALUD|13|HIDALGO|061|TEPEAPULCO|0002|FRAY BERNARDINO DE SAHAGUN (CIUDAD SAHAGUN)|10|APAN|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CD SAHAGÚN|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CD SAHAGÚN|5|CALLE|ALAMO|18||16|FRACCIONAMIENTO|RESIDENCIAL DEL BOSQUE|43994|CALLE ALAMO 18 FRACCIONAMIENTO RESIDENCIAL DEL BOSQUE C.P. 43994|1|EN OPERACION|SSH9611185F9|7919153092||0000000000||01/01/2010|01/01/2011|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|ACTUALIZACION DE LATITUD, LONGITUD. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|19.75976|-98.580206|B|MODIFICACION|26/04/2018||||
HGSSA005131|SSA|SECRETARIA DE SALUD|13|HIDALGO|028|HUEJUTLA DE REYES|0001|HUEJUTLA DE REYES|04|HUEJUTLA DE REYES|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES HUEJUTLA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES HUEJUTLA|5|CALLE|NORTE 1|MANZANA 1 LOTE 16  |S/N|7|COLONIA|PARQUE DE POBLAMIENTO DE SOLIDARIDAD|43000|CALLE NORTE 1 MANZANA 1 LOTE 16   COLONIA PARQUE DE POBLAMIENTO DE SOLIDARIDAD C.P. 43000|1|EN OPERACION|SSH9611185F9|7898961453||0000000000||27/05/2021|01/07/2022|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|1|OBRA NUEVA|1|PROPIO|APROBADA CONFORME A DOCUMENTOS ENVIADOS POR LA DIRECCIÓN DE PLANEACIÓN, PRESUPUESTO Y EVALUACIÓN DE SECRETARIA DE SALUD DE HIDALGO. ES UNA OBRA NUEVA QUE SE UBICA A UN COSTADO DEL CS PARQUE DE POBLAMIENTO. EN GOOGLE MAPS NO SE VE LA UNIDAD DEBIDO A QUE LA IMAGEN ESTA DESACTUALIZADA. . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|21.1525277|-98.3856413|A|ALTA|01/09/2022||||
HGSSA017661|SSA|SECRETARIA DE SALUD|13|HIDALGO|030|IXMIQUILPAN|0047|TAXADHO|08|IXMIQUILPAN|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES IXMIQUILPAN|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES IXMIQUILPAN|24|CARRETERA|MÉXICO-LAREDO KM 148|SIN NÚMERO|C|7|COLONIA|TAXADHO|42320|CARRETERA MÉXICO-LAREDO KM 148 SIN NÚMERO COLONIA TAXADHO C.P. 42320|1|EN OPERACION|SSH9611185F9|7597271241||0000000000||01/12/2008|01/12/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|1|RURAL|5|OTRA|5|OTRO|APROBADA CONFORME A DOCUMENTOS ENVIADOS POR DIRECCIÓN DE PLANEACIÓN, PRESUPUESTO Y EVALUACIÓN DE SERVICIOS DE SALUD DE HIDALGO. ACTUALIZAN DATO DE ESTRATO, PASA DE URBANO A RURAL.. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|20.43342|-99.156038|B|MODIFICACION|17/10/2018||||
HGSSA017673|SSA|SECRETARIA DE SALUD|13|HIDALGO|046|SAN FELIPE ORIZATLAN|0001|SAN FELIPE ORIZATLAN|04|HUEJUTLA DE REYES|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN FELIPE ORIZATLÁN|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN FELIPE ORIZATLÁN|5|CALLE|NIÑOS HEROES|SIN NÚMERO||7|COLONIA|CENTRO|43020|CALLE NIÑOS HEROES SIN NÚMERO COLONIA CENTRO C.P. 43020|1|EN OPERACION|SSH9611185F9|7711839549||0000000000||11/12/1999|15/08/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|CORRIGEN FECHA DE INICIO DE OPERACIÓN CON BASE EN EL AVISO DE FUNCIONAMIENTO.. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|21.168241|-98.606126|B|MODIFICACION|15/07/2019||||
HGSSA017685|SSA|SECRETARIA DE SALUD|13|HIDALGO|076|TULA DE ALLENDE|0091|MONTECILLOS|01|TULA DE ALLENDE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TULA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TULA|5|CALLE|DÍAZ MIRÓN|SIN NÚMERO||7|COLONIA|EL MONTECILLO|42833|CALLE DÍAZ MIRÓN SIN NÚMERO COLONIA EL MONTECILLO C.P. 42833|1|EN OPERACION|SSH9611185F9|7737325966||0000000000||01/12/2008|01/12/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|1|RURAL|5|OTRA|5|OTRO|SE SOLICITA CAMBIO DE RESPONSABLE SANITARIO. SE PIDE INCORPORAR EN DOMICILIO UN SEÑALAMIENTO PARA DIFERENCIAR DENTRO E CLUES ( ES DECIR PONER EN NÚMERO INTERIOR ANEXO 1, EDIFICIO CAPA, O EL QUE CONSIDEREN CORRECTO. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|20.03681|-99.3303|B|MODIFICACION|10/03/2019||||
HGSSA017883|SSA|SECRETARIA DE SALUD|13|HIDALGO|048|PACHUCA DE SOTO|0001|PACHUCA DE SOTO|03|PACHUCA DE SOTO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES PACHUCA DE SOTO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES PACHUCA DE SOTO|4|BOULEVARD|LUIS DONALDO COLOSIO|100||16|FRACCIONAMIENTO|COLOSIO |42088|BOULEVARD LUIS DONALDO COLOSIO 100 FRACCIONAMIENTO COLOSIO  C.P. 42088|1|EN OPERACION|SSH9611185F9|7717975073||7717975074||01/08/2008|01/08/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|3|DE COMODATO|ACTUALIZACION DE LATITUD, LONGITUD. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|20.117362|-98.7823|B|MODIFICACION|26/04/2018||||
JCSSA013296|SSA|SECRETARIA DE SALUD|14|JALISCO|025|COLOTLAN|0001|COLOTLAN|01|COLOTLÁN|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES COLOTLÁN|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES COLOTLÁN|5|CALLE|NUEVA VIDA|10||7|COLONIA|COLOTLÁN CENTRO|46200|SIN REFERENCIAS|1|EN OPERACION|SSJ970331PM5|4999922161||||01/06/2006|01/06/2008|||||||||||OPD|ORGANISMO PUBLICO DE LA ENTIDAD|1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|5|OTRO|CAMBIO. SE SOLICITA MODIFICACIÓN EN EL RESPONSABLE DE LA UNIDAD.. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|22.098913|-103.271573|B|MODIFICACION|21/02/2013||||
JCSSA013301|SSA|SECRETARIA DE SALUD|14|JALISCO|053|LAGOS DE MORENO|0001|LAGOS DE MORENO|02|LAGOS DE MORENO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LAGOS DE MORENO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LAGOS DE MORENO|5|CALLE|DE LAS ROSAS|90||7|COLONIA|EL TEPEYAC|47410|SIN REFERENCIAS|1|EN OPERACION|SSJ970331PM5|4747428813||||01/01/2007|01/01/2009|||||||||||OPD|ORGANISMO PUBLICO DE LA ENTIDAD|1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|5|OTRO|SE ACTUALIZARON DATOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|21.374403|-101.922002|B|MODIFICACION|10/05/2011||||
JCSSA013313|SSA|SECRETARIA DE SALUD|14|JALISCO|073|SAN JUAN DE LOS LAGOS|0001|SAN JUAN DE LOS LAGOS|02|LAGOS DE MORENO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN JUAN DE LOS LAGOS|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN JUAN DE LOS LAGOS|5|CALLE|ROSALES|217||16|FRACCIONAMIENTO|LOMAS VERDES|47013|SIN REFERENCIAS|1|EN OPERACION|SSJ970331PM5|3957256945||||01/06/2008|01/01/2009|||||||||||OPD|ORGANISMO PUBLICO DE LA ENTIDAD|1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|5|OTRO|SE ACTUALIZARON DATOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|21.2529743|-102.3524046|B|MODIFICACION|10/05/2011||||
JCSSA013325|SSA|SECRETARIA DE SALUD|14|JALISCO|093|TEPATITLAN DE MORELOS|0001|TEPATITLAN DE MORELOS|03|TEPATITLÁN|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TEPATITLÁN|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TEPATITLÁN|5|CALLE|OCTAVIO PAZ|509||7|COLONIA|LOMA LINDA|47675|SIN REFERENCIAS|1|EN OPERACION|SSJ970331PM5|3787882182||||01/01/2007|01/01/2009|||||||||||OPD|ORGANISMO PUBLICO DE LA ENTIDAD|1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|5|OTRO|SE ACTUALIZARON DATOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|20.811818|-102.77782|B|MODIFICACION|10/05/2011||||
JCSSA013330|SSA|SECRETARIA DE SALUD|14|JALISCO|008|ARANDAS|0001|ARANDAS|03|TEPATITLÁN|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ARANDAS|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ARANDAS|5|CALLE|MANUEL MARTÍNEZ VALADEZ ENTRE SANTA MARÍA DE LOS ARANDA Y JOSÉ MARÍA GONZÁLEZ|545||7|COLONIA|PROVIDENCIA|47180|SIN REFERENCIAS|1|EN OPERACION|SSJ970331PM5|3487847534||||01/01/2007|01/02/2009|||||||||||OPD|ORGANISMO PUBLICO DE LA ENTIDAD|1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|5|OTRO|SE ACTUALIZARON DATOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|20.707246|-102.3322286|B|MODIFICACION|10/05/2011||||
JCSSA013342|SSA|SECRETARIA DE SALUD|14|JALISCO|063|OCOTLAN|0001|OCOTLAN|04|LA BARCA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES OCOTLÁN|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES OCOTLÁN|5|CALLE|12 DE OCTUBRE|263||7|COLONIA|SAN JUAN|47860|SIN REFERENCIAS|1|EN OPERACION|SSJ970331PM5|3929235341||||01/12/2006|01/12/2008|||||||||||OPD|ORGANISMO PUBLICO DE LA ENTIDAD|1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|5|OTRO|SE ACTUALIZARON DATOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|20.35579|-102.75885|B|MODIFICACION|10/05/2011||||
JCSSA013354|SSA|SECRETARIA DE SALUD|14|JALISCO|085|TAMAZULA DE GORDIANO|0001|TAMAZULA DE GORDIANO|05|TAMAZULA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TAMAZULA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TAMAZULA|3|AVENIDA|BENITO JUÁREZ|159||7|COLONIA|TAMAZULA DE GORDIANO CENTRO|49650|SIN REFERENCIAS|1|EN OPERACION|SSJ970331PM5|3584163119||||01/12/2006|01/12/2008|||||||||||OPD|ORGANISMO PUBLICO DE LA ENTIDAD|1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|5|OTRO|SE ACTUALIZARON DATOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|19.693457|-103.241963|B|MODIFICACION|10/05/2011||||
JCSSA013366|SSA|SECRETARIA DE SALUD|14|JALISCO|023|ZAPOTLAN EL GRANDE|0001|CIUDAD GUZMAN|06|CIUDAD GUZMÁN|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ZAPOTLÁN EL GRANDE|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ZAPOTLÁN EL GRANDE|5|CALLE|IGNACIO ALDAMA |211||16|FRACCIONAMIENTO|SANTA CECILIA|49013|SIN REFERENCIAS|1|EN OPERACION|SSJ970331PM5|3414101076||||01/12/2006|01/12/2008|||||||||||OPD|ORGANISMO PUBLICO DE LA ENTIDAD|1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|5|OTRO|SE ACTUALIZARON DATOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|19.7201751|-103.4673591|B|MODIFICACION|10/05/2011||||
JCSSA013371|SSA|SECRETARIA DE SALUD|14|JALISCO|015|AUTLAN DE NAVARRO|0001|AUTLAN DE NAVARRO|07|AUTLÁN|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES AUTLÁN|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES AUTLÁN|5|CALLE|JAIME LLAMAS|110||16|FRACCIONAMIENTO|JAIME LLAMAS|48904|SIN REFERENCIAS|1|EN OPERACION|SSJ970331PM5|3173811279||||01/12/2006|01/12/2008|||||||||||OPD|ORGANISMO PUBLICO DE LA ENTIDAD|1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|5|OTRO|SE ACTUALIZARON DATOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|19.77184|-104.380756|B|MODIFICACION|10/05/2011||||
JCSSA013383|SSA|SECRETARIA DE SALUD|14|JALISCO|043|LA HUERTA|0001|LA HUERTA|07|AUTLÁN|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LA HUERTA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LA HUERTA|5|CALLE|GÓMEZ FARIAS|62||25|PUEBLO|LA HUERTA|48850|SIN REFERENCIAS|1|EN OPERACION|SSJ970331PM5|3573841606||||01/12/2006|01/12/2008|||||||||||OPD|ORGANISMO PUBLICO DE LA ENTIDAD|1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|5|OTRO|SE ACTUALIZARON DATOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|19.485361|-104.635403|B|MODIFICACION|10/05/2011||||
JCSSA013395|SSA|SECRETARIA DE SALUD|14|JALISCO|058|MASCOTA|0001|MASCOTA|08|PUERTO VALLARTA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES MASCOTA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES MASCOTA|5|CALLE|HACIENDA MIRANDILLAS|22||25|PUEBLO|MASCOTA|46900|SIN REFERENCIAS|1|EN OPERACION|SSJ970331PM5|3883862114||||01/12/2007|14/01/2009|||||||||||OPD|ORGANISMO PUBLICO DE LA ENTIDAD|1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|5|OTRO|SE ACTUALIZARON DATOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|20.5319307|-104.7886909|B|MODIFICACION|10/05/2011||||
